mapillary_image_id,user_id,user_name,captured_at,longitude,latitude,train,surface_type,surface_quality
1029120734447590,108725531582408,robffm,1656084703572,8.5446017427824,50.107035006268,True,asphalt,excellent
1030091368152553,100232345559807,carlheinz,1689688163500,13.3897869,52.511214899972,True,asphalt,good
1030379461069890,103901361851883,rik,1631193728000,13.6765216,52.2640488,True,unpaved,bad
1031193767438321,100232345559807,carlheinz,1641046544500,13.3975839,52.595827499972,True,asphalt,excellent
1031609454212240,100926758817659,t_hartung,1661234718437,7.2342226999986,51.543899900001,True,asphalt,intermediate
1031643317637342,105128028394163,tasmaniadevil,1629821674661,8.2106761830132,48.050636012936,True,asphalt,intermediate
103194292097226,100232345559807,carlheinz,1633102652500,13.4831026,52.581901,True,asphalt,intermediate
1032487730939860,104536648714052,FahrradstadtAachen,1640093059297,6.0598307638889,50.779811463889,True,paving_stones,good
1032557717437122,100191919180290,741852963,1658494088072,11.6184217,50.9203862,True,asphalt,intermediate
1032581477625614,109115837985025,veloroute_hamburg,1550334794000,9.9049718,53.592155499972,True,paving_stones,good
1032820540583701,107164461520710,stefanhrt,1615733644547,13.603964599972,52.547273799972,True,unpaved,bad
1032952834009871,100232345559807,carlheinz,1645446910215,13.3797464613,52.554973103155,True,sett,intermediate
1033192427683354,103550301888099,hektor1989,1695465927000,6.4582565,51.2188003,True,asphalt,intermediate
1033876913939905,104675851773667,wielandb,1661871322980,12.9279895,50.821026,True,paving_stones,good
1034228777365011,100232345559807,carlheinz,1629449112500,13.4754129,52.574966099972,True,unpaved,bad
1034472911007091,104115958497622,kopra,1698071928261,12.394343511733,51.3163250112,True,paving_stones,intermediate
1034876477043500,106493178251336,thomersch,1431885401000,14.109894444444,50.980813888889,True,sett,intermediate
1035536947263858,101152495465210,slabby,1497525975000,9.4219670999722,48.6459045,True,asphalt,excellent
1035866080414339,100562292188203,changchun1,1658137782908,8.8892448,49.1267515,True,asphalt,good
1035961850498567,103901361851883,rik,1628102048000,13.541004,52.266986,True,unpaved,bad
1036127120127146,107998954769035,knistertoni,1586886791383,8.6797135821335,49.436148651794,True,paving_stones,good
1036492250301557,109115837985025,veloroute_hamburg,1651398129760,9.9692849545455,53.460651363636,True,paving_stones,good
1036984827007993,100562292188203,changchun1,1656161879420,8.6472286000024,49.1620412,True,concrete,intermediate
1038182876743678,109833741245768,richlv,1637164890000,13.4312184,52.4522726,True,paving_stones,good
1038534443710113,100232345559807,carlheinz,1648377819218,13.443320179371,52.586890049328,True,unpaved,bad
1039894550042256,109115837985025,veloroute_hamburg,1661855125204,10.677865153535,53.873623513131,True,concrete,excellent
1040400534000678,101273442120594,ec411,1685804241500,8.670091,49.5428743,True,asphalt,intermediate
1040743253515465,104984298408021,elgolfo,1651434952529,13.565950340578,52.397002309585,True,paving_stones,good
1043087670000588,112560541785344,nova_r,1678724281517,11.029132904302,49.57812620354,True,paving_stones,excellent
1043391186794180,1788572861594664,Ruediger123,1697633606000,8.323307,49.6179964,True,concrete,good
1044232122782635,107074801530099,rhaegar,1633588824321,12.335419571859,51.221767967839,True,asphalt,intermediate
1044412652914075,102609045317136,mfa,1660749513000,6.6970016,51.244906499972,True,paving_stones,excellent
1044650412955173,100410142246791,littlefool,1632729198152,6.8151210998363,51.192748284724,True,asphalt,good
1044757253598106,107578659060721,marccologne,1689175968000,6.9697055,50.8518977,True,unpaved,very_bad
1045061756473151,102468835332129,ber319,1672490679788,13.7208872,52.2956775,True,paving_stones,good
1045103866045165,100232345559807,carlheinz,1646661358500,13.4008158,52.5620471,True,sett,intermediate
1045935069268697,103165985261213,plexi32,1451661616032,8.6107438999722,50.076848099972,True,asphalt,excellent
1045936086052528,110506831175417,ente,1659213861148,12.232287685667,48.062573194833,True,sett,intermediate
1046272775777062,101020912145314,umap,1520954892240,11.823127519515,48.091469989181,True,unpaved,intermediate
1046551992538330,100773122170901,scai,1500212537000,13.92820046,50.96418915,True,paving_stones,good
1047281332757007,102627028648372,kartonage,1562507317000,13.1539344,52.535693999972,True,sett,bad
1047440582461631,110552844504419,zoegglmeyr,1495731566000,12.356133333333,51.371552777778,True,sett,intermediate
1048603942220569,100232345559807,carlheinz,1655996938500,13.4367757,52.5336447,True,concrete,good
1048860889129576,107674238136176,strubbl,1659018052169,8.3133105,54.9123608,True,asphalt,intermediate
1048957522422146,105558841679641,mjay,1658675766000,9.9364205999722,53.5517711,True,paving_stones,good
1049314595676107,104115958497622,kopra,1651669526756,12.365092278719,51.343365100002,True,asphalt,excellent
1050699605738390,103901361851883,rik,1628705780000,13.546006999989,52.291885000053,True,unpaved,very_bad
1050942202320681,100232345559807,carlheinz,1630484310500,13.460724,52.4941752,True,asphalt,good
1050969486357857,102187028688979,nakaner,1685453368000,8.3585916,48.9736342,True,unpaved,intermediate
1051037872555462,119603964407119,AlexSpritze,1696232977361,11.966134600002,51.494108599998,True,asphalt,excellent
1051112468958729,104058601953691,heetENkoel,1631623730374,6.9983229429672,51.489328810212,True,asphalt,excellent
1051477559571057,100232345559807,carlheinz,1699603457000,13.428177299972,52.5090627,True,asphalt,good
1051856475448907,100191919180290,741852963,1656771806089,11.5832853,50.930060099972,True,sett,bad
1052490755586556,100369148880038,fatbikecanyon,1637162923194,12.375413399972,51.3116077,True,sett,good
1052824872185651,105174078390060,netmapping1,1561551657530,11.263178,52.182882027408,True,concrete,good
105366992004127,100232345559807,carlheinz,1639145619000,13.439755099972,52.502314599972,True,asphalt,good
1053769245031358,110552844504419,zoegglmeyr,1500225055000,12.3746,51.338538888889,True,paving_stones,good
1053971605129982,111461687745521,8of9,1585579176384,12.107312826759,54.081340749167,True,sett,bad
1054963871578545,108954524668583,ramap,1590832088000,8.5977948456901,49.694821732173,True,unpaved,intermediate
1055498755067405,109115837985025,veloroute_hamburg,1657353783924,10.003498645455,53.546088690909,True,concrete,good
1055988138140399,106639358240162,mike409,1568300127602,11.006358550581,49.53135964593,True,asphalt,good
1056078895095871,107765738126751,rasmustravemnd,1663851654242,10.642290700003,53.848878199719,True,asphalt,intermediate
1056757964846846,110208441206053,miguel_andrade,1522322955175,8.2702144745849,49.97702701358,True,asphalt,excellent
1057636734645227,101106178803146,bejotel,1570967056775,11.194112808004,50.880560244012,True,asphalt,intermediate
1057902848226379,103606985215406,dsmm,1662041390914,13.229437700001,51.6875536,True,sett,intermediate
1058173188416372,110208441206053,miguel_andrade,1655569596953,6.9951167163264,49.233201906224,True,sett,intermediate
1058222938362856,108499355054202,joshuabln,1641808432105,13.583966785729,52.502933856487,True,asphalt,intermediate
1058681704867668,108354611399818,macsico,1632673226012,13.248991,52.5530781,True,asphalt,excellent
1059153058252530,100232345559807,carlheinz,1635521421750,13.334043899972,52.5824829,True,asphalt,excellent
1059277757930962,108421168060300,bumi,1463673546875,9.07304307,48.52995343,True,asphalt,good
106106185328228,100232345559807,carlheinz,1648379821000,13.434141099972,52.5555959,True,asphalt,good
1061251167987067,104536648714052,FahrradstadtAachen,1638112504373,6.0939408444444,50.778391030556,True,asphalt,good
1061462921486801,102609045317136,mfa,1690118256500,10.7159225,50.9385985,True,concrete,excellent
1061896178058744,102518778654933,ankeric,1652796751000,10.520102782175,52.272911053151,True,asphalt,excellent
1062058004474954,100562292188203,changchun1,1663485627312,7.1398888888889,50.716641900003,True,asphalt,intermediate
1063191871060716,100232345559807,carlheinz,1665064180205,13.391213407752,52.531838086483,True,asphalt,good
1063726391173461,100562292188203,changchun1,1657781750758,7.9306344,49.970306,True,asphalt,intermediate
106512744842955,109816094581163,aceini,1553438198548,10.881715775492,53.963733162205,True,paving_stones,excellent
1065152237680398,105128028394163,tasmaniadevil,1648212818684,8.1274773138541,47.878920873768,True,asphalt,excellent
1065726337925398,100232345559807,carlheinz,1695125250500,13.390228199972,52.508089099972,True,asphalt,excellent
1066519184790377,103606985215406,dsmm,1695799178464,14.502989900007,52.344119699998,True,asphalt,intermediate
106664314840681,105727404998982,seb1982,1557574499521,10.084750074771,53.547459106002,True,asphalt,excellent
1067574810433115,100232345559807,carlheinz,1601705816749,14.55696774648,52.348546315965,True,asphalt,good
1067708514045779,100232345559807,carlheinz,1635692715500,13.542304299972,52.6432985,True,unpaved,bad
1068901673765989,107219335064612,steelcroissant,1659895895074,9.4327152,54.7877576,True,paving_stones,good
1068904780316768,110282201203825,eserte,1634559290494,13.568119173882,52.512357621503,True,concrete,intermediate
1070284307000174,106087394964047,2ce5345,1667234862000,9.9293955999722,53.5854877,True,asphalt,excellent
1070764527250516,101470125518327,c0rnsnake,1695650693933,8.5061842466667,49.0670508,True,concrete,excellent
107124418129659,103062468605229,hueckelberry,1610026867455,6.7798003694164,51.227383580309,True,paving_stones,good
1072018736655749,102103825368055,snaysard,1565956972000,9.225931,48.466131,True,sett,intermediate
1072048910205357,100232345559807,carlheinz,1633257826500,13.4329052,52.599219599972,True,asphalt,excellent
1072579650262226,100232345559807,carlheinz,1638799737882,13.378073601065,52.553990618375,True,unpaved,intermediate
1073177039755796,108235084741440,osm1012,1568909779331,8.710961,49.411941694169,True,sett,intermediate
1074328806388788,102577931986833,thoschi,1532011227116,7.2406673501517,51.211504815066,True,asphalt,intermediate
1075514736275221,102939351945755,chaos99,1398359562000,11.08146071434,50.953091036513,True,unpaved,intermediate
1075532889898377,108655198076571,lightbuster,1645785799333,13.553911002814,52.410521590854,True,concrete,intermediate
1076034729473356,101106178803146,bejotel,1521892177116,12.374435998511,51.363802487078,True,asphalt,excellent
1076596909714773,107765738126751,rasmustravemnd,1664372310971,10.693771900002,53.860162100002,True,asphalt,intermediate
1076675153222492,109673317932619,geogladbecker,1661262997000,7.0390961,51.490116399972,True,concrete,good
1076683489407730,109673317932619,geogladbecker,1590502681500,6.8876958,51.491911,True,asphalt,good
1076733299780198,100232345559807,carlheinz,1642580649500,13.4508162,52.4969034,True,sett,bad
1077077763620749,380720331026777,SkyGeoTV,1704371284116,7.0926405,50.728051300003,True,paving_stones,bad
1077423990373460,103080845264750,teddy73,1702811927000,8.4056455,49.012876,True,concrete,good
1079753186209337,100232345559807,carlheinz,1642667980000,13.4404187,52.496661,True,paving_stones,good
1079761585847928,110282201203825,eserte,1606134158118,13.459503790376,52.48057658789,True,sett,intermediate
1080011642816149,103078715264357,hotteliene,1636470000111,10.750537505325,53.229429082249,True,asphalt,intermediate
1080303272712855,100232345559807,carlheinz,1636450567000,13.4755573,52.5760452,True,unpaved,bad
1080950249097976,110552844504419,zoegglmeyr,1475933714000,12.397727784779,51.337544908239,True,sett,intermediate
108099455429027,158325836319628,tumblecow,1672237396576,13.453530288939,52.50770813413,True,concrete,bad
1081883106134255,102468835332129,ber319,1697364593352,13.658629,52.1489135,True,unpaved,very_bad
1081884615698715,100232345559807,carlheinz,1649436067500,13.377078199972,52.529510199972,True,paving_stones,good
1081986468955327,108954524668583,ramap,1523095643000,8.6082111520277,49.480174005682,True,unpaved,bad
1082097995533774,101071042140188,pablopita,1613298702919,8.8396451425129,47.760352728055,True,paving_stones,good
1082622669235701,100232345559807,carlheinz,1635931627000,13.4505242,52.4967363,True,sett,bad
1084119485414359,101658985409308,wegavision,1502110121763,8.7072083443072,49.412179387681,True,sett,intermediate
1085154105227027,103717708537985,cuspis,1575198947619,7.1322570610951,51.376069497118,True,asphalt,good
1086038588639217,100232345559807,carlheinz,1647194377000,13.408820999972,52.5705152,True,sett,intermediate
1086281648895005,108655198076571,lightbuster,1647605854214,13.488774779853,52.423111540399,True,concrete,good
1088181288493504,103658281877634,canislupus,1664038549758,12.631993899997,50.448336083608,True,asphalt,good
1088404005425103,100232345559807,carlheinz,1658061349000,13.380937899972,52.5975308,True,concrete,intermediate
1088594574980133,105558841679641,mjay,1505737719187,9.9559487240581,53.599015540346,True,asphalt,good
108861071778781,106838954887514,Saibot_2020,1653994940487,11.7342285,48.1428015,True,asphalt,good
108884157940822,103080845264750,teddy73,1536340877000,8.152547,49.194082999972,True,concrete,excellent
1089207224937202,106350491603860,quest444,1564845206940,10.378627834295,53.488267752214,True,asphalt,intermediate
1090125234844532,109319051297466,zuse,1500993142190,8.6483852693079,53.886881810532,True,paving_stones,excellent
1090274411461289,109752671252812,saschahaberkorn,1557250132228,7.0331872184426,50.733980334667,True,asphalt,good
1090427791564327,100232345559807,carlheinz,1658938667333,13.3713551,52.499911099972,True,concrete,good
1090914187986653,100232345559807,carlheinz,1604482248500,13.495125099972,52.549570199972,True,concrete,good
1091234071764680,102510969130863,JannisFunke,1659181268608,10.653379149736,53.198967316805,True,unpaved,very_bad
109142851228600,109524621275400,polarmap,1437581775359,13.479891221324,52.553298927872,True,concrete,good
109309371233729,110208441206053,miguel_andrade,1614847351701,8.271756922395,49.999332619636,True,paving_stones,good
1093232224498526,108681281366070,pic_nick,1532591582000,9.302657,49.059311000085,True,asphalt,good
1094000727757509,106432638256792,bluescreen,1403546266000,13.3308464,52.4829408,True,concrete,excellent
1094274364389876,102532525320329,hubert87,1424962216000,12.115975,54.057896,True,concrete,excellent
1094561024747008,100232345559807,carlheinz,1651929557500,13.4534853,52.5600018,True,concrete,intermediate
1094755447721540,102609045317136,mfa,1628768896000,8.7219396,49.0306718,True,asphalt,good
109482581468345,100232345559807,carlheinz,1630573508000,13.4526804,52.533926899972,True,asphalt,good
109544924542566,111362777761875,ma_rt_in,1556377306106,6.5429317744702,49.757544560545,True,asphalt,excellent
109564885090094,103901361851883,rik,1658327594000,13.7225,52.309068,True,unpaved,very_bad
1096000971160285,108499355054202,joshuabln,1641900823516,13.620401597109,52.536865991725,True,paving_stones,good
1096410457532952,101410265434782,moenk,1477830538000,13.276766666667,52.442122222222,True,sett,intermediate
1096561344200716,100232345559807,carlheinz,1622374116000,13.3740652,52.5335109,True,concrete,excellent
1096577750827240,107168094853765,skjall,1591367712011,9.7478896398,52.363692279,True,asphalt,intermediate
1096585061717661,101470125518327,c0rnsnake,1695807829083,8.2615362916667,49.095357966667,True,asphalt,good
1096974367544699,108071434762744,fuffel,1618237863650,7.2688017307457,51.192624393258,True,asphalt,intermediate
1097323980755558,102532525320329,hubert87,1441553941356,12.132448,54.1189,True,asphalt,intermediate
1097755640708756,100268998885100,flohoff,1469881689113,7.6885233,53.7710084,True,paving_stones,good
1099004527261978,100232345559807,carlheinz,1612450272378,13.501791246248,52.549626831946,True,concrete,good
1099213884406583,100551649705282,StefanMunichWays,1692099922799,11.300776591925,48.099242536548,True,asphalt,good
1100009210489054,104261288481574,silex,1471940392000,8.5379324000131,49.534946440002,True,unpaved,bad
1100150907419820,102099175369556,poxonline,1640355479989,7.2989084851852,51.424578266166,True,asphalt,excellent
1100522970454768,101410265434782,moenk,1460197053000,13.355044444444,52.471666666667,True,concrete,good
1101420300662082,100232345559807,carlheinz,1640863575202,13.476176569251,52.567173298497,True,paving_stones,good
1101794230301401,110088461223532,fahrradfahrer,1465898580000,12.374485963025,51.307383955457,True,unpaved,bad
1101994970276453,108861351344703,chri_som,1400498531000,10.99363825,49.47124787,True,sett,good
1102167330652295,107674238136176,strubbl,1654800411434,13.053866299972,54.340218399972,True,paving_stones,good
1102634230314314,104755438432557,nvbwseifert,1349969141000,8.5038920500016,49.005265829998,True,paving_stones,good
1103271800178577,109118207989605,gpsvid,1394284075000,10.154015919972,48.679150939972,True,paving_stones,good
1103578357066232,103606985215406,dsmm,1638784864287,13.916051407782,52.455745630253,True,asphalt,good
1103884710106773,109842617910576,britiger,1539440050000,13.620807565556,52.242917278611,True,asphalt,good
1103925490115965,101106178803146,bejotel,1561914364267,12.754935881056,51.363339922376,True,asphalt,excellent
1104401130068898,102627028648372,kartonage,1561890708000,13.534327899972,52.480443499972,True,asphalt,good
1104908009913387,104949251746160,zoegglmeyr1,1622358694000,10.236358333333,51.134733333333,True,paving_stones,good
1105200436643594,105736961664820,tobim91,1498575780595,8.532725667025,48.060350769873,True,asphalt,excellent
1105414740172682,114563748171873,JTX,1671874351776,7.8436982745158,47.99733935353,True,sett,bad
110642544950571,100232345559807,carlheinz,1649835399193,13.382158018661,52.573288483594,True,paving_stones,good
1106450836524797,102221222019238,rausk,1535703166538,11.891700182347,52.541415011228,True,paving_stones,good
1106452096555277,100127415570527,fuchserl,1567709731100,8.50003,49.0583043,True,asphalt,excellent
1106537489853570,110552844504419,zoegglmeyr,1495567196000,12.327725,51.302716666667,True,asphalt,intermediate
1107626080052122,108499355054202,joshuabln,1641900812518,13.620437710352,52.536718082814,True,paving_stones,good
1107854526366076,102609045317136,mfa,1566062129000,9.0851711,48.7151962,True,sett,good
1108484616338504,104984298408021,elgolfo,1533031648000,13.583700958458,52.413661746425,True,unpaved,intermediate
1108759759620056,110208441206053,miguel_andrade,1466702780079,8.710707,49.409245,True,sett,bad
1108901116248517,108727694691996,raymond,1494155714432,7.353336,50.83839,True,asphalt,bad
1109256707145795,103606985215406,dsmm,1694007673314,13.6496884,52.158726299999,True,sett,intermediate
1109617829532483,101473288766505,discostu36,1554475230219,10.118895775525,54.325176364007,True,asphalt,intermediate
110968341507218,104115958497622,kopra,1651469559579,12.373167799998,51.313750697934,True,asphalt,good
1110366892773115,100232345559807,carlheinz,1588517189338,13.584310580058,52.680578646299,True,sett,bad
1111087652710813,101982492043096,videomapper,1466952800008,10.693062847078,53.851478685946,True,asphalt,good
1111415399732970,100232345559807,carlheinz,1660571335000,13.2882279,53.0996771,True,sett,bad
1111538089566027,104685021772982,vorwaertsimmer,1667225776718,14.818334933333,50.89702335,True,asphalt,good
1112901719218932,110396794526009,tordans,1550324673157,13.352827911241,52.626856778393,True,asphalt,intermediate
1113266445819697,103825158521763,reneberlin,1490529271000,13.559966507398,52.562347431486,True,concrete,good
1113636685822172,100809768833918,kaschirei,1550132437573,13.058697456716,52.3946462,True,paving_stones,excellent
1113781612596527,100232345559807,carlheinz,1664280571706,13.439797349287,52.502228552524,True,asphalt,good
1113858575763946,110282201203825,eserte,1614165222997,13.575019240392,52.427263786134,True,paving_stones,good
1113898105752740,103606985215406,dsmm,1579789943340,13.261314836082,52.296331633608,True,asphalt,intermediate
1114319965740567,109115837985025,veloroute_hamburg,1617539397455,10.002362266364,53.644335904545,True,paving_stones,good
1114499602408722,100232345559807,carlheinz,1627737441500,13.3772278,52.556298499972,True,asphalt,intermediate
1114539652818846,100232345559807,carlheinz,1658937073228,13.313674014074,52.499246187557,True,sett,intermediate
1114722982816307,100232345559807,carlheinz,1664280078500,13.4952176,52.549481999972,True,concrete,good
1115581715850293,110208441206053,miguel_andrade,1640183560278,8.2638687640491,49.980247873358,True,unpaved,bad
1115625898916683,108954524668583,ramap,1433061262000,8.5665944444444,49.521458333333,True,concrete,intermediate
1116320295536636,108954524668583,ramap,1489224744000,8.5972694444445,49.477502777778,True,asphalt,good
1116528828841921,100474358864037,chuck,1521889017151,9.1783518944001,50.536919142556,True,asphalt,good
1117257982479583,109689944596904,masterofnoroad,1656157378082,14.122242399972,52.843251799972,True,concrete,excellent
1117272335435053,100232345559807,carlheinz,1611922586000,13.455215,52.4973803,True,unpaved,intermediate
1117678685421098,107998954769035,knistertoni,1565768358767,8.2837884870289,49.190632041915,True,asphalt,intermediate
1118286632025785,100232345559807,carlheinz,1605447357500,13.6344223,52.385724699972,True,paving_stones,good
1119026432831665,108655198076571,lightbuster,1676301147761,13.533146699998,52.405937300001,True,asphalt,good
1119267732329214,103901361851883,rik,1658851264387,13.616949375732,52.362777572174,True,unpaved,very_bad
111928437608846,100284998883344,deletefacebook,1429455560135,12.12062534,54.09264937,True,paving_stones,good
1120294051822779,108688418032586,mighty_eighty,1538303625066,7.0701965025,51.3429661225,True,asphalt,intermediate
1120413511795186,101202915459964,wizonede,1569757912000,9.0539812,48.520375199972,True,sett,intermediate
1120609728420959,101658985409308,wegavision,1440328865889,8.354726813584,49.508401779526,True,asphalt,excellent
1120953464983075,100774085505278,kaenguru,1568554052000,9.2570413888889,49.697156388889,True,asphalt,intermediate
1121169618295188,106441881594368,kriskwo,1587732844334,13.55193446102,52.428485259388,True,paving_stones,good
1121734784960729,108954524668583,ramap,1523109794000,8.6582034419579,49.448261763738,True,asphalt,good
1121982414981188,101020912145314,umap,1520782385891,11.851768591126,47.997965409215,True,asphalt,excellent
1121994571600373,110552844504419,zoegglmeyr,1528563988000,9.9196555555556,49.803430555556,True,asphalt,excellent
1122251912517305,100232345559807,carlheinz,1703586740885,13.510728115228,52.533847019125,True,paving_stones,excellent
1122544455939661,100279665550667,troher15,1688148753694,8.6784220615044,50.588506930562,True,asphalt,good
1122587901497107,103717708537985,cuspis,1566302528716,7.1217033936299,51.358933615875,True,asphalt,intermediate
1122869238220124,100232345559807,carlheinz,1620033092000,13.524814499972,52.5255943,True,concrete,good
1123628861625204,108018634768550,dapiang,1669456809705,9.1681171333955,48.495293043292,True,asphalt,excellent
1124119258090227,108354611399818,macsico,1591021194037,13.204375699972,52.513833599972,True,unpaved,bad
1124507021288139,109115837985025,veloroute_hamburg,1567958116000,9.9363498999722,53.5517247,True,asphalt,good
1124613891353994,102627028648372,kartonage,1565112494000,13.4369557,52.423682399972,True,asphalt,excellent
1124745351371427,100232345559807,carlheinz,1609162114000,13.432845199972,52.5883558,True,asphalt,good
